"CASE_NUMBER","PRIMARY/SUB","cluster_id","agent_id","EMPLOYER_STATE","employer_latitude","employer_longitude","AGENT_ATTORNEY_STATE","agent_latitude","agent_longitude","WORKSITE_STATE","worksite_latitude","worksite_longitude","JOB_TITLE","PRIMARY_CROP","NBR_WORKERS_REQUESTED","BASIC_NUMBER_OF_HOURS","BASIC_RATE_OF_PAY","BASIC_UNIT_OF_PAY","SUPERVISE_OTHER_EMP","EDUCATION_LEVEL","EMP_EXPERIENCE_REQD","EMP_EXP_NUM_MONTHS","OTHER_WORKSITE_LOCATION","ORGANIZATION_FLAG","worksite_latitude_adj","worksite_longitude_adj","labor_aggregator","joint_application"
"H-300-15251-162159","PRI","hb harvesting","cch bookkeeping","FL",27.2158826,-81.8584164,"FL",27.2930999,-81.3628502,"FL",27.2158826,-81.8584164,"Harvest worker","Citrus",169,36,10.19,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",27.2158826,-81.8584164,"N",0
"H-300-15251-190706","PRI","barrett hardee","cajun visa company","LA",30.0031884,-92.2860146,"LA",39.9555992,-74.8310498,"LA",30.0031884,-92.2860146,"Crawfish Farmworker","Crawfish",6,35,10.18,"Hour","N","None","N",NA,"N","Individual Employer",30.0031884,-92.2860146,"N",0
"H-300-15251-229270","PRI","jaime lopez","cch bookkeeping","FL",27.2158826,-81.8584164,"FL",27.2930999,-81.3628502,"FL",27.2158826,-81.8584164,"Harvest worker","Oranges",14,36,10.19,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",27.2158826,-81.8584164,"N",0
"H-300-15251-262554","PRI","elkhorn packing co","malitzlaw","CA",36.6793004,-121.6570884,"CA",32.7166921,-117.169295,"AZ",32.665135,-114.476031572498,"Field Worker","Lettuce",157,35,10.54,"Hour","N","None","Y",1,"Y","H-2A Labor Contractor or Job Contractor",32.665135,-114.476031572498,"N",0
"H-300-15251-291076","PRI","elias flores","bgl","GA",32.0868611,-82.1178978,"GA",32.2043546,-82.321791,"GA",31.9365917,-81.9284501,"Farm Labor","Onions",45,40,10,"Hour","N","None","N",NA,"N","H-2A Labor Contractor or Job Contractor",31.9365917,-81.9284501,"N",0
"H-300-15251-345298","PRI","hb harvesting",NA,"FL",27.2158826,-81.8584164,NA,NA,NA,"FL",27.2158826,-81.8584164,"ORANGE PICKER/FARM LABORER","Oranges",190,36,10.19,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",27.2158826,-81.8584164,"N",0
"H-300-15251-493168","PRI","rc packing","cita centro independiente de trabajadores ag","CA",32.3435586,-117.0384116,"AZ",32.665135,-114.476031572498,"AZ",32.665135,-114.476031572498,"Farmworker","Lettuce",224,36,10.54,"Hour","N","None","Y",3,"Y","H-2A Labor Contractor or Job Contractor",32.665135,-114.476031572498,"N",0
"H-300-15251-586385","PRI","ruiz harvesting","cch bookkeeping","FL",27.3923408,-80.8873655,"FL",27.2930999,-81.3628502,"FL",28.2498534,-81.2839038,"Harvest worker","Oranges",44,36,10.19,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",28.2498534,-81.2839038,"N",0
"H-300-15251-594095","PRI","prox builders","the bernard firm plc","SD",43.5476008,-96.7293629,"IA",42.0267567,-93.6170448,"CO",40.0734432,-104.642986,"Farm Worker/ Laborer","Construction of Livestock Buildings",13,40,11.37,"Hour","N","None","Y",1,"N","H-2A Labor Contractor or Job Contractor",40.0734432,-104.642986,"N",0
"H-300-15251-674815","PRI","hb harvesting",NA,"FL",27.2158826,-81.8584164,NA,NA,NA,"FL",27.2158826,-81.8584164,"ORANGE PICKER/FARM LABORER","Navel Oranges",62,36,10.19,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",27.2158826,-81.8584164,"N",0
"H-300-15252-141774","PRI","overlook harvesting company",NA,"FL",28.0222435,-81.7328568,NA,NA,NA,"FL",28.0222435,-81.7328568,"CITRUS HAND HARVESTER","Grapefruits",25,36,10.19,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",28.0222435,-81.7328568,"N",0
"H-300-15252-980514","PRI","jm farming",NA,"CA",34.1976308,-119.180381,NA,NA,NA,"CA",33.9749136,-118.0338664,"Farmworkers and Laborers","Strawberries",5,48,11.33,"Hour","N","None","N",NA,"N","Individual Employer",33.9749136,-118.0338664,"N",0
"H-300-15253-101931","PRI","s martinez harvesting","cch bookkeeping","FL",27.2930999,-81.3628502,"FL",27.2930999,-81.3628502,"FL",27.2930999,-81.3628502,"Harvest worker","Citrus",24,36,10.19,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",27.2930999,-81.3628502,"N",0
"H-300-15253-646851","PRI","mike erfle","hart to hart","ND",47.4783319,-99.5478963,"ND",47.4502759,-99.8201206,"ND",47.4783319,-99.5478963,"Farm worker","Cattle",4,40,13.59,"Hour","N","None","Y",3,"N","Individual Employer",47.4783319,-99.5478963,"N",0
"H-300-15253-792850","PRI","h2 solutions","h2 express","NC",34.2257282,-77.9447107,"NY",42.2528649,-73.790959,"FL",28.5656649,-81.5856742,"Farm Workers","Oranges",44,35,10.19,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",28.5656649,-81.5856742,"N",0
"H-300-15253-933654","PRI","benjamin ramirez harvesting","cch bookkeeping","FL",27.2158826,-81.8584164,"FL",27.2930999,-81.3628502,"FL",27.2158826,-81.8584164,"Harvest worker","Oranges",46,36,10.19,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",27.2158826,-81.8584164,"N",0
"H-300-15254-008068","PRI","karl j hensgens","shelly bieber","LA",30.234925,-92.2684617,"LA",30.6337077,-92.4197754,"LA",30.0031884,-92.2860146,"General Farm Worker","Rice",3,40,10.18,"Hour","N","None","Y",3,"N","Individual Employer",30.0031884,-92.2860146,"N",0
"H-300-15254-224795","PRI","trevor b hair","shelly bieber","LA",30.0260404,-92.5084692,"LA",30.6337077,-92.4197754,"LA",30.0260404,-92.5084692,"General Farm Worker","Crawfish",2,35,10.18,"Hour","N","None","Y",3,"N","Individual Employer",30.0260404,-92.5084692,"N",0
"H-300-15254-273466","PRI","the nuthouse","andrew jackson law","NC",34.9529475,-78.5086181,"NC",34.9979453,-78.3233325,"NC",34.9529475,-78.5086181,"Pecan Orchard Worker","Pecans",2,35,10.32,"Hour","N","None","Y",3,"N","Individual Employer",34.9529475,-78.5086181,"N",0
"H-300-15254-385633","PRI","jft harvesting","andrew jackson law","FL",27.2930999,-81.3628502,"NC",34.9979453,-78.3233325,"FL",27.2158826,-81.8584164,"Citrus Hand-Harvesters","Oranges",20,35,10.19,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",27.2158826,-81.8584164,"N",0
"H-300-15254-450444","PRI","marvin opp farms","golden opportunities international","ND",46.8150051,-101.829877,"IA",43.0218327,-91.1784542,"ND",46.8150051,-101.829877,"Farm Machine Operator","Corn",2,40,13.59,"Hour","N","None","Y",3,"N","Individual Employer",46.8150051,-101.829877,"N",0
"H-300-15254-515276","PRI","sarc","wafla","CA",35.0427547,-120.475998,"WA",47.0263876,-122.8072257,"CA",35.1235374,-120.5785796,"Farmworker and Laborer Crop","Lettuce",9,40,11.33,"Hour","N","None","Y",3,"Y","Association - Filing as Agent (H-2A Only)",35.1235374,-120.5785796,"N",0
"H-300-15254-531884","PRI","edwards family farm","golden opportunities international","IL",40.9475652,-90.3712169,"IA",43.0218327,-91.1784542,"IL",41.0633703,-90.5559675,"General Ranch Hand","Cattle",2,40,11.61,"Hour","N","None","N",NA,"N","Individual Employer",41.0633703,-90.5559675,"N",0
"H-300-15254-753094","PRI","rigoberto barajas","cch bookkeeping","FL",27.2930999,-81.3628502,"FL",27.2930999,-81.3628502,"FL",27.2930999,-81.3628502,"Harvest worker","Oranges",24,36,10.19,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",27.2930999,-81.3628502,"N",0
"H-300-15254-785886","PRI","j guerra","cch bookkeeping","FL",26.7615384,-81.4385828,"FL",27.2930999,-81.3628502,"FL",27.2158826,-81.8584164,"Harvest worker","Valencia Oranges",36,36,10.19,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",27.2158826,-81.8584164,"N",0
"H-300-15254-789314","PRI","ag labor","monica saavedra","FL",28.01633,-82.1234803,"GA",55.8147279,-4.1727013,"FL",28.01633,-82.1234803,"FARMWORKERS AND LABORERS","Strawberries",140,35,10.19,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",28.01633,-82.1234803,"N",0
"H-300-15257-049970","PRI","high country lamb","action visa assistance","CO",40.2749806,-106.9583829,"TX",33.0151561,-96.5388038,"CO",40.2749806,-106.9583829,"Sheepherder","Sheep",6,40,750,"Week","N","None","Y",3,"Y","Individual Employer",40.2749806,-106.9583829,"N",0
"H-300-15257-055824","PRI","moises olguin","cch bookkeeping","FL",27.2158826,-81.8584164,"FL",27.2930999,-81.3628502,"FL",27.2158826,-81.8584164,"Harvest worker","Valencia Oranges",21,36,10.19,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",27.2158826,-81.8584164,"N",0
"H-300-15257-191468","PRI","maria martinez","bgl","GA",31.3410184,-83.5935011,"GA",32.2043546,-82.321791,"GA",32.035743,-82.5081868,"Farm Labor","Onions",64,40,10,"Select Pay Range","N","None","N",NA,"N","H-2A Labor Contractor or Job Contractor",32.035743,-82.5081868,"N",0
"H-300-15257-203398","PRI","zlotnikov farms","gutierrez law firm","NY",41.742765,-73.5761716,"TX",29.4246002,-98.4951405,"NY",41.742765,-73.5761716,"Agricultural Equipment Operator","Agricultural Equipment Operator",1,48,11.26,"Hour","N","None","Y",6,"N","Individual Employer",41.742765,-73.5761716,"N",0
"H-300-15257-572194","PRI","maria martinez","bgl","FL",30.4534172,-84.0213168,"GA",32.2043546,-82.321791,"GA",32.2043546,-82.321791,"Farm Labor","Onions",64,40,10,"Hour","N","None","N",NA,"N","H-2A Labor Contractor or Job Contractor",32.2043546,-82.321791,"N",0
"H-300-15257-615228","PRI","mh farms","cajun visa company","LA",30.4031037,-92.2148413,"LA",39.9555992,-74.8310498,"LA",30.4031037,-92.2148413,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Crawfish",1,35,10.18,"Hour","N","None","N",NA,"N","Individual Employer",30.4031037,-92.2148413,"N",0
"H-300-15258-018174","PRI","al meier","placement services global","SD",44.079157,-98.569536,"MO",39.6119958,-94.5978072,"SD",44.079157,-98.569536,"Farmworker","Agricultural Equipment Operator",3,40,13.59,"Hour","N","None","Y",3,"N","Individual Employer",44.079157,-98.569536,"N",0
"H-300-15258-031465","PRI","mammoser farms","whiteman osterman hanna llp","NY",42.6523734,-78.8954064,"NY",42.6511674,-73.754968,"NY",42.6523734,-78.8954064,"Grounds/Maintenance Worker","Agricultural Equipment Operator",8,60,11.26,"Hour","N","None","Y",3,"Y","Individual Employer",42.6523734,-78.8954064,"N",0
"H-300-15258-500388","PRI","gnk farms","state services corporation","TX",32.7357287,-101.9550202,NA,NA,NA,"TX",32.7357287,-101.9550202,"Farmworkers and Laborers, Crops","Cotton",1,8,11,"Hour","N","None","N",NA,"N","Individual Employer",32.7357287,-101.9550202,"N",0
"H-300-15259-050169","PRI","servicios agricolas mex","western growers","AZ",24.3734457,54.5044072,"CA",33.6567518,-117.733291,"AZ",33.4942189,-111.926018,"General Farmworker","Broccoli",80,35,10.54,"Hour","N","None","Y",1,"N","Association - Filing as Agent (H-2A Only)",33.4942189,-111.926018,"N",0
"H-300-15259-071511","PRI","b w quality growers","florida fruit vegetable association","FL",27.7677894,-80.6013691,"FL",46.2099261,-62.5164049,"FL",27.7677894,-80.6013691,"Farmworker, Vegetable II","Watercress",20,36,10.19,"Hour","N","None","Y",3,"Y","Association - Filing as Agent (H-2A Only)",27.7677894,-80.6013691,"N",0
"H-300-15259-307032","PRI","union harvest","cita centro independiente de trabajadores ag","AZ",32.665135,-114.476031572498,"AZ",32.665135,-114.476031572498,"AZ",32.665135,-114.476031572498,"Farm worker","Lettuce",60,36,10.54,"Hour","N","None","Y",3,"Y","H-2A Labor Contractor or Job Contractor",32.665135,-114.476031572498,"N",0
"H-300-15259-332371","PRI","agpro trucking","golden opportunities international","NM",32.707667,-103.1311314,"IA",43.0218327,-91.1784542,"NM",32.707667,-103.1311314,"Farm Machine Operator","Agricultural Equipment Operator",15,48,10.35,"Hour","N","None","Y",6,"Y","H-2A Labor Contractor or Job Contractor",32.707667,-103.1311314,"N",0
"H-300-15259-477235","PRI","jft harvesting","florida fruit vegetable association","FL",27.2930999,-81.3628502,"FL",46.2099261,-62.5164049,"FL",27.5472589,-81.8114715,"Citrus Hand Harvester","Blueberries",199,36,10.19,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",27.5472589,-81.8114715,"N",0
"H-300-15259-522397","PRI","root brothers farm","help","NY",43.246318,-78.1936501,"NH",43.020445,-71.600257,"NY",43.246318,-78.1936501,"Farmworkers and laborers, crop","Cabbage",16,42,11.26,"Hour","N","None","Y",3,"N","Individual Employer",43.246318,-78.1936501,"N",0
"H-300-15259-535217","PRI","stoddard ranch","genesis v salmon","TX",29.5688411,-97.9647269,"TX",31.4649685,-100.4405094,"TX",29.7935494,-100.6748151,"Farmworkers, Farm, Ranch, and Animals","Deer",3,40,10.35,"Hour","N","None","Y",2,"N","Individual Employer",29.7935494,-100.6748151,"N",0
"H-300-15259-547547","PRI","florida pacific farms","florida fruit vegetable association","FL",27.99439345,-82.2217110598305,"FL",46.2099261,-62.5164049,"FL",27.99439345,-82.2217110598305,"Farmworker, Fruit II","General Farmworker",148,36,10.19,"Hour","N","None","Y",1,"N","Association - Filing as Agent (H-2A Only)",27.99439345,-82.2217110598305,"N",0
"H-300-15259-631945","PRI","southern gardens groves corp","florida fruit vegetable association","FL",26.7542312,-80.9336753,"FL",46.2099261,-62.5164049,"FL",26.7542312,-80.9336753,"Citrus Hand Harvester","Citrus",431,36,10.19,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",26.7542312,-80.9336753,"N",0
"H-300-15259-792445","PRI","lester donley sons harvesting","florida fruit vegetable association","FL",28.0222435,-81.7328568,"FL",46.2099261,-62.5164049,"FL",28.1614046,-81.6017417,"Citrus Hand Harvester","Citrus",224,36,10.19,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",28.1614046,-81.6017417,"N",0
"H-300-15260-051700","PRI","bauer feed yard","h2 visa consultants","SD",45.4383539,-98.7560313,"MT",46.8701049,-113.995267,"SD",45.4383539,-98.7560313,"FARMWORKER","Cattle",1,40,13.59,"Hour","N","None","Y",6,"N","Individual Employer",45.4383539,-98.7560313,"N",0
"H-300-15260-114238","PRI","prox builders","the bernard firm plc","SD",43.5476008,-96.7293629,"IA",42.0267567,-93.6170448,"MN",45.586072,-95.913941,"Farm Worker/ Laborer","Construction of Livestock Buildings",12,40,11.56,"Hour","N","None","Y",NA,"Y","H-2A Labor Contractor or Job Contractor",45.586072,-95.913941,"N",0
"H-300-15260-366028","PRI","solimar ee","whiteman osterman hanna llp","LA",30.0035365,-91.8187285,"NY",42.6511674,-73.754968,"TX",31.7952814,-94.1803576,"Farm/Ranch Animal Caretaker","Exotic Game Animals",2,40,10.35,"Hour","N","None","Y",3,"N","Individual Employer",31.7952814,-94.1803576,"N",0
"H-300-15260-551329","PRI","dlr fruit vegetable","national agricultural consultants","FL",27.5472589,-81.8114715,"NC",35.345802,-79.4170543,"FL",27.5472589,-81.8114715,"Farmworker; Diversified","Green Beans",24,35,10.18,"Hour","N","None","Y",3,"Y","H-2A Labor Contractor or Job Contractor",27.5472589,-81.8114715,"N",0
"H-300-15260-923230","PRI","codeman",NA,"LA",30.080764,-92.6715308,NA,NA,NA,"LA",30.080764,-92.6715308,"Laborer Aquatic Life","Crawfish",2,40,10.18,"Hour","N","None","N",NA,"N","H-2A Labor Contractor or Job Contractor",30.080764,-92.6715308,"N",0
"H-300-15261-052918","PRI","rc orchards",NA,"WA",46.601557,-120.510842,NA,NA,NA,"WA",46.601557,-120.510842,"ORCHARD LABORER","Apples",40,40,18,"Select Pay Range","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",46.601557,-120.510842,"N",0
"H-300-15261-130336","PRI","ruiz harvesting","cch bookkeeping","FL",27.3923408,-80.8873655,"FL",27.2930999,-81.3628502,"FL",26.4257905,-81.4256005,"Harvest worker","Valencia Oranges",35,36,10.19,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",26.4257905,-81.4256005,"N",0
"H-300-15261-312795","PRI","luis alvarez","monica saavedra","GA",32.2043546,-82.321791,"GA",55.8147279,-4.1727013,"FL",26.9351529,-82.0512058,"FARM WORKERS AND LABORERS","Squash",74,35,10.19,"Hour","N","None","Y",1,"N","H-2A Labor Contractor or Job Contractor",26.9351529,-82.0512058,"N",0
"H-300-15261-315222","PRI","tanimura antle fresh foods","malitzlaw","CA",32.7892118,-114.5560618,"CA",32.7166921,-117.169295,"CA",32.7892118,-114.5560618,"Heavy Labor Harvesters","Lettuce",849,40,10.54,"Hour","N","None","N",NA,"Y","Individual Employer",32.7892118,-114.5560618,"N",0
"H-300-15261-329782","PRI","carlton lee barker","ky famers aid","KY",36.6673452,-86.8526657,"KY",36.6103334,-88.314761,"KY",36.6673452,-86.8526657,"FARM WORKER/ LABORER","Corn",4,40,10.28,"Hour","N","None","N",NA,"Y","Individual Employer",36.6673452,-86.8526657,"N",0
"H-300-15261-409917","PRI","demand quality",NA,"LA",30.1801963,-92.5021924,"LA",NA,NA,"LA",30.1801963,-92.5021924,"General Farm Worker","Crawfish",2,40,10.18,"Hour","N","None","Y",3,"Y","Individual Employer",30.1801963,-92.5021924,"N",0
"H-300-15261-502666","PRI","fresh harvest","malitzlaw","AZ",32.5964404,-114.709677,"CA",32.7166921,-117.169295,"AZ",32.665135,-114.476031572498,"Vegetable Harvest Workers","Lettuce",523,35,10.54,"Hour","N","None","Y",3,"Y","H-2A Labor Contractor or Job Contractor",32.665135,-114.476031572498,"N",0
"H-300-15261-665672","PRI","jds nursery","national agricultural consultants","MS",30.9251869,-88.5900235,"NC",35.345802,-79.4170543,"MS",30.9251869,-88.5900235,"Horticultural worker","Nursery and Greenhouse Workers",3,35,10.18,"Hour","N","None","Y",3,"N","Individual Employer",30.9251869,-88.5900235,"N",0
"H-300-15261-699193","PRI","zion harvest","malitzlaw","AZ",32.665135,-114.476031572498,"CA",32.7166921,-117.169295,"AZ",32.6728314,-114.146889,"Field Workers (Iceberg Lettuce)","Iceburg Lettuce",30,36,10.54,"Hour","N","None","Y",1,"Y","H-2A Labor Contractor or Job Contractor",32.6728314,-114.146889,"N",0
"H-300-15261-997191","PRI","signet builders","h2 labor assistance","IA",42.0267567,-93.6170448,"TX",33.1632162,-96.3603548,"UT",39.3521777,-112.57717,"Farm Laborer","Construction of Livestock Buildings",14,40,11.37,"Hour","N","None","Y",1,"N","H-2A Labor Contractor or Job Contractor",39.3521777,-112.57717,"N",0
"H-300-15262-002158","PRI","elkhorn packing co","malitzlaw","CA",36.6793004,-121.6570884,"CA",32.7166921,-117.169295,"AZ",32.665135,-114.476031572498,"Field Worker","Romaine",261,35,10.54,"Hour","N","None","Y",1,"Y","H-2A Labor Contractor or Job Contractor",32.665135,-114.476031572498,"N",0
"H-300-15262-888287","PRI","foothill packing","malitzlaw","CA",36.6793004,-121.6570884,"CA",32.7166921,-117.169295,"AZ",32.7517127,-113.9890993,"Field Worker (Harvest)","Lettuce",538,42,10.54,"Hour","N","None","Y",1,"Y","H-2A Labor Contractor or Job Contractor",32.7517127,-113.9890993,"N",0
"H-300-15262-922228","PRI","foothill packing","malitzlaw","CA",36.6793004,-121.6570884,"CA",32.7166921,-117.169295,"AZ",32.7517127,-113.9890993,"Field Worker (Harvest)","Lettuce",130,42,10.54,"Hour","N","None","Y",1,"Y","H-2A Labor Contractor or Job Contractor",32.7517127,-113.9890993,"N",0
"H-300-15264-014876","PRI","jr custom harvesting company","malitzlaw","AZ",32.665135,-114.476031572498,"CA",32.7166921,-117.169295,"AZ",32.665135,-114.476031572498,"Field Workers (Romaine and Iceberg Lettuce)","Lettuce",120,36,10.54,"Hour","N","None","Y",1,"Y","H-2A Labor Contractor or Job Contractor",32.665135,-114.476031572498,"N",0
"H-300-15264-040529","PRI","sl cattle","placement services global","SD",44.079157,-98.569536,"MO",39.6119958,-94.5978072,"SD",44.079157,-98.569536,"Farmworker General","Cattle",3,48,13.59,"Hour","N","None","Y",3,"N","Individual Employer",44.079157,-98.569536,"N",0
